n,layers,count_surplus_tilde_gamma,utilization_root,endpoint_surplus_delta,product_floor_ratio
51,6,120.322026488584,0.008311064676932,1.000004144206103,3034386005338
52,6,97.645052132052,0.010241184816549,1.000001025305911,866765166748
53,6,124.609364763243,0.008025094814707,1.000001967025492,3743726317282
54,6,92.273264366777,0.010837378971591,1.000000334888580,617241772812
55,6,98.919733584849,0.010109209300122,1.000000290721510,936909468886
